Chart/1,source_org_jfree_chart_renderer_category_AbstractCategoryItemRenderer,646,80,677,31,0,0,82,2,0,0,677,31,0,0,82,2,0,0
Chart/10,source_org_jfree_chart_imagemap_StandardToolTipTagFragmentGenerator,2,1,4,2,0,0,3,2,0,0,4,2,0,0,3,2,0,0
Chart/11,source_org_jfree_chart_util_ShapeUtilities,216,21,248,32,0,0,23,2,0,0,247,31,0,1,23,2,0,0
Chart/12,source_org_jfree_chart_plot_MultiplePiePlot,226,28,240,14,0,0,30,2,0,0,240,14,0,0,30,2,0,0
Chart/13,source_org_jfree_chart_block_BorderArrangement,240,15,289,49,0,0,17,2,0,0,289,49,0,0,17,2,0,0
Chart/14,source_org_jfree_chart_plot_CategoryPlot,1484,217,1511,27,0,0,220,3,0,0,1511,27,0,0,220,3,0,0
Chart/14,source_org_jfree_chart_plot_XYPlot,1920,252,1947,27,0,0,255,3,0,0,1947,27,0,0,255,3,0,0
Chart/15,source_org_jfree_chart_plot_PiePlot,990,170,1007,17,0,0,173,3,0,0,1007,17,0,0,173,3,0,0
Chart/16,source_org_jfree_data_category_DefaultIntervalCategoryDataset,214,34,268,54,0,0,37,3,0,0,264,50,0,4,37,3,0,0
Chart/17,source_org_jfree_data_time_TimeSeries,364,52,367,3,0,0,54,2,0,0,366,2,0,1,54,2,0,0
Chart/18,source_org_jfree_data_DefaultKeyedValues,143,24,152,9,0,0,27,3,0,0,151,8,0,1,27,3,0,0
Chart/18,source_org_jfree_data_DefaultKeyedValues2D,184,27,191,7,0,0,29,2,0,0,191,7,0,0,29,2,0,0
Chart/19,source_org_jfree_chart_plot_CategoryPlot,1429,203,1441,12,0,0,206,3,0,0,1441,12,0,0,206,3,0,0
Chart/2,source_org_jfree_data_general_DatasetUtilities,1014,50,1108,94,0,0,53,3,0,0,1106,92,2,2,53,3,0,0
Chart/20,source_org_jfree_chart_plot_ValueMarker,25,6,28,3,0,0,8,2,0,0,27,2,0,1,8,2,0,0
Chart/21,source_org_jfree_data_statistics_DefaultBoxAndWhiskerCategoryDataset,179,44,219,40,0,0,47,3,0,0,218,39,1,1,47,3,0,0
Chart/22,source_org_jfree_data_KeyedObjects2D,117,21,167,50,0,0,26,5,0,0,166,49,0,1,26,5,0,0
Chart/23,source_org_jfree_chart_renderer_category_MinMaxCategoryRenderer,166,34,166,0,0,0,35,1,0,0,166,0,0,0,35,1,0,0
Chart/24,source_org_jfree_chart_renderer_GrayPaintScale,29,8,34,5,0,0,10,2,0,0,33,4,0,1,10,2,0,0
Chart/25,source_org_jfree_chart_renderer_category_StatisticalBarRenderer,49,12,219,170,0,0,15,3,0,0,213,164,6,6,15,3,0,0
Chart/26,source_org_jfree_chart_axis_Axis,332,98,402,70,0,0,100,2,0,0,401,69,1,1,100,2,0,0
Chart/3,source_org_jfree_data_time_TimeSeries,472,64,493,21,0,0,66,2,0,0,493,21,0,0,66,2,0,0
Chart/4,source_org_jfree_chart_plot_XYPlot,2211,290,2284,73,0,0,292,2,0,0,2282,71,2,2,292,2,0,0
Chart/5,source_org_jfree_data_xy_XYSeries,206,38,232,26,0,0,40,2,0,0,231,25,1,1,40,2,0,0
Chart/6,source_org_jfree_chart_util_ShapeList,32,7,40,8,0,0,9,2,0,0,39,7,0,1,9,2,0,0
Chart/7,source_org_jfree_data_time_TimePeriodValues,130,38,186,56,0,0,40,2,0,0,186,56,0,0,40,2,0,0
Chart/8,source_org_jfree_data_time_Week,215,31,217,2,0,0,33,2,0,0,217,2,0,0,33,2,0,0
Chart/9,source_org_jfree_data_time_TimeSeries,335,52,368,33,0,0,54,2,0,0,367,32,0,1,54,2,0,0
Cli/1,src_java_org_apache_commons_cli_CommandLine,25,12,47,22,0,2,20,8,0,0,42,17,0,7,20,8,0,0
Cli/10,src_java_org_apache_commons_cli_Parser,132,14,135,3,0,0,16,2,0,0,134,2,0,1,16,2,0,0
