Chart/1,source_org_jfree_chart_renderer_category_AbstractCategoryItemRenderer,0,80,0,0,0,0,82,2,0,0,0,0,0,0,82,2,0,0,0,0,0,0,82,2,0,0
Chart/10,source_org_jfree_chart_imagemap_StandardToolTipTagFragmentGenerator,0,1,0,0,0,0,3,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,2,0,0
Chart/11,source_org_jfree_chart_util_ShapeUtilities,0,21,0,0,0,0,23,2,0,0,0,0,0,0,23,2,0,0,0,0,0,0,23,2,0,0
Chart/12,source_org_jfree_chart_plot_MultiplePiePlot,0,28,0,0,0,0,30,2,0,0,0,0,0,0,30,2,0,0,0,0,0,0,30,2,0,0
Chart/13,source_org_jfree_chart_block_BorderArrangement,0,15,0,0,0,0,17,2,0,0,0,0,0,0,17,2,0,0,0,0,0,0,17,2,0,0
Chart/14,source_org_jfree_chart_plot_CategoryPlot,0,217,0,0,0,0,220,3,0,0,0,0,0,0,220,3,0,0,0,0,0,0,220,3,0,0
Chart/14,source_org_jfree_chart_plot_XYPlot,0,252,0,0,0,0,255,3,0,0,0,0,0,0,255,3,0,0,0,0,0,0,255,3,0,0
Chart/15,source_org_jfree_chart_plot_PiePlot,0,170,0,0,0,0,173,3,0,0,0,0,0,0,173,3,0,0,0,0,0,0,173,3,0,0
Chart/16,source_org_jfree_data_category_DefaultIntervalCategoryDataset,0,34,0,0,0,0,37,3,0,0,0,0,0,0,37,3,0,0,0,0,0,0,37,3,0,0
Chart/17,source_org_jfree_data_time_TimeSeries,0,52,0,0,0,0,54,2,0,0,0,0,0,0,53,1,0,1,0,0,0,0,54,2,0,0
Chart/18,source_org_jfree_data_DefaultKeyedValues,0,24,0,0,0,0,27,3,0,0,0,0,0,0,27,3,0,0,0,0,0,0,27,3,0,0
Chart/18,source_org_jfree_data_DefaultKeyedValues2D,0,27,0,0,0,0,29,2,0,0,0,0,0,0,29,2,0,0,0,0,0,0,29,2,0,0
Chart/19,source_org_jfree_chart_plot_CategoryPlot,0,203,0,0,0,0,206,3,0,0,0,0,0,0,206,3,0,0,0,0,0,0,206,3,0,0
Chart/2,source_org_jfree_data_general_DatasetUtilities,0,50,0,0,0,0,53,3,0,0,0,0,0,0,53,3,0,0,0,0,0,0,53,3,0,0
Chart/20,source_org_jfree_chart_plot_ValueMarker,0,6,0,0,0,0,8,2,0,0,0,0,0,0,8,2,0,0,0,0,0,0,8,2,0,0
Chart/21,source_org_jfree_data_statistics_DefaultBoxAndWhiskerCategoryDataset,0,44,0,0,0,0,47,3,0,0,0,0,0,0,46,2,0,1,0,0,0,0,46,2,0,1
Chart/22,source_org_jfree_data_KeyedObjects2D,0,21,0,0,0,0,26,5,0,0,0,0,0,0,26,5,0,0,0,0,0,0,26,5,0,0
Chart/23,source_org_jfree_chart_renderer_category_MinMaxCategoryRenderer,0,34,0,0,0,0,35,1,0,0,0,0,0,0,35,1,0,0,0,0,0,0,35,1,0,0
Chart/24,source_org_jfree_chart_renderer_GrayPaintScale,0,8,0,0,0,0,10,2,0,0,0,0,0,0,10,2,0,0,0,0,0,0,10,2,0,0
Chart/25,source_org_jfree_chart_renderer_category_StatisticalBarRenderer,0,12,0,0,0,0,15,3,0,0,0,0,0,0,15,3,0,0,0,0,0,0,15,3,0,0
Chart/26,source_org_jfree_chart_axis_Axis,0,98,0,0,0,0,100,2,0,0,0,0,0,0,100,2,0,0,0,0,0,0,100,2,0,0
Chart/3,source_org_jfree_data_time_TimeSeries,0,64,0,0,0,0,66,2,0,0,0,0,0,0,66,2,0,0,0,0,0,0,66,2,0,0
Chart/4,source_org_jfree_chart_plot_XYPlot,0,290,0,0,0,0,292,2,0,0,0,0,0,0,292,2,0,0,0,0,0,0,292,2,0,0
Chart/5,source_org_jfree_data_xy_XYSeries,0,38,0,0,0,0,40,2,0,0,0,0,0,0,40,2,0,0,0,0,0,0,40,2,0,0
Chart/6,source_org_jfree_chart_util_ShapeList,0,7,0,0,0,0,9,2,0,0,0,0,0,0,9,2,0,0,0,0,0,0,9,2,0,0
Chart/7,source_org_jfree_data_time_TimePeriodValues,0,38,0,0,0,0,40,2,0,0,0,0,0,0,40,2,0,0,0,0,0,0,40,2,0,0
Chart/8,source_org_jfree_data_time_Week,0,31,0,0,0,0,33,2,0,0,0,0,0,0,33,2,0,0,0,0,0,0,33,2,0,0
Chart/9,source_org_jfree_data_time_TimeSeries,0,52,0,0,0,0,54,2,0,0,0,0,0,0,54,2,0,0,0,0,0,0,54,2,0,0
Cli/1,src_java_org_apache_commons_cli_CommandLine,0,12,0,0,0,0,20,8,0,0,0,0,0,0,19,7,0,1,0,0,0,0,20,8,0,0
Cli/10,src_java_org_apache_commons_cli_Parser,0,14,0,0,0,0,16,2,0,0,0,0,0,0,16,2,0,0,0,0,0,0,16,2,0,0
Cli/11,src_java_org_apache_commons_cli_HelpFormatter,0,55,0,0,0,0,57,2,0,0,0,0,0,0,57,2,0,0,0,0,0,0,57,2,0,0
Cli/12,src_java_org_apache_commons_cli_GnuParser,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,0,0
Cli/13,src_java_org_apache_commons_cli2_WriteableCommandLine,0,7,0,0,0,0,8,1,0,0,0,0,0,0,8,1,0,0,0,0,0,0,8,1,0,0
Cli/13,src_java_org_apache_commons_cli2_commandline_WriteableCommandLineImpl,0,27,0,0,0,0,28,1,0,0,0,0,0,0,28,1,0,0,0,0,0,0,28,1,0,0
Cli/13,src_java_org_apache_commons_cli2_option_ArgumentImpl,0,37,0,0,0,0,39,2,0,0,0,0,0,0,39,2,0,0,0,0,0,0,39,2,0,0
Cli/14,src_java_org_apache_commons_cli2_option_GroupImpl,0,30,0,0,0,0,32,2,0,0,0,0,0,0,32,2,0,0,0,0,0,0,32,2,0,0
Cli/15,src_java_org_apache_commons_cli2_commandline_WriteableCommandLineImpl,0,30,0,0,0,0,32,2,0,0,0,0,0,0,32,2,0,0,0,0,0,0,32,2,0,0
Cli/16,src_java_org_apache_commons_cli2_Option,0,14,0,0,0,0,15,1,0,0,0,0,0,0,15,1,0,0,0,0,0,0,15,1,0,0
Cli/16,src_java_org_apache_commons_cli2_commandline_WriteableCommandLineImpl,0,30,0,0,0,0,32,2,0,0,0,0,0,0,32,2,0,0,0,0,0,0,32,2,0,0
Cli/16,src_java_org_apache_commons_cli2_option_GroupImpl,0,30,0,0,0,0,32,2,0,0,0,0,0,0,32,2,0,0,0,0,0,0,32,2,0,0
Cli/16,src_java_org_apache_commons_cli2_option_OptionImpl,0,14,0,0,0,0,15,1,0,0,0,0,0,0,15,1,0,0,0,0,0,0,15,1,0,0
Cli/17,src_java_org_apache_commons_cli_PosixParser,0,10,0,0,0,0,12,2,0,0,0,0,0,0,12,2,0,0,0,0,0,0,12,2,0,0
Cli/18,src_java_org_apache_commons_cli_PosixParser,0,8,0,0,0,0,11,3,0,0,0,0,0,0,11,3,0,0,0,0,0,0,11,3,0,0
Cli/19,src_java_org_apache_commons_cli_PosixParser,0,9,0,0,0,0,11,2,0,0,0,0,0,0,11,2,0,0,0,0,0,0,11,2,0,0
Cli/2,src_java_org_apache_commons_cli_PosixParser,0,10,0,0,0,0,12,2,0,0,0,0,0,0,12,2,0,0,0,0,0,0,12,2,0,0
Cli/20,src_java_org_apache_commons_cli_PosixParser,0,9,0,0,0,0,11,2,0,0,0,0,0,0,11,2,0,0,0,0,0,0,11,2,0,0
Cli/21,src_java_org_apache_commons_cli2_WriteableCommandLine,0,9,0,0,0,0,10,1,0,0,0,0,0,0,10,1,0,0,0,0,0,0,10,1,0,0
Cli/21,src_java_org_apache_commons_cli2_commandline_WriteableCommandLineImpl,0,29,0,0,0,0,32,3,0,0,0,0,0,0,32,3,0,0,0,0,0,0,32,3,0,0
Cli/21,src_java_org_apache_commons_cli2_option_GroupImpl,0,31,0,0,0,0,33,2,0,0,0,0,0,0,33,2,0,0,0,0,0,0,33,2,0,0
